global_index,collector,sample_id,main_relative_path,id_digits,status,primary_error,error_types,required_actions,event_audio_assessment,current_event_start,current_event_end,suggested_contact_time,annotated_transient_time,annotated_transient_score,annotated_rms_ratio,annotated_diff_ratio,nearest_candidate_time,nearest_candidate_distance,strongest_candidate_time,strongest_candidate_score,audio_candidates_json,video_duration,duration_source,audio_duration,pre_contact_context,post_contact_context,trajectory_type,landing_zone,strength,missing_files,sample_csv_error,audio_error,video_title,video_url,source_id,source_path,source_clip_start,source_clip_end,resolved_source_path,source_available_locally,repair_batch,repair_batch_index
1207,Zhengxuan_Liu,F_034,dataset/fly_ball/Zhengxuan_Liu/F_034,3,needs_edit,clip_too_short,insufficient_pre_contact_context;insufficient_post_contact_context;source_not_explicit_fly,recover_source_and_recut_longer;qwen_confirm_flyball_semantics,annotated_contact_audio_confirmed,0.91,0.917,0.915,0.915,2.926,2.227,3.845,0.915,0.002,0.915,2.926,"[{""time"": 0.915, ""score"": 2.926, ""rms_ratio"": 2.227, ""diff_ratio"": 3.845}, {""time"": 6.685, ""score"": 2.706, ""rms_ratio"": 1.923, ""diff_ratio"": 3.807}, {""time"": 4.465, ""score"": 2.066, ""rms_ratio"": 1.058, ""diff_ratio"": 4.035}, {""time"": 0.585, ""score"": 2.036, ""rms_ratio"": 0.918, ""diff_ratio"": 4.144}, {""time"": 2.515, ""score"": 2.024, ""rms_ratio"": 1.401, ""diff_ratio"": 2.925}, {""time"": 6.535, ""score"": 1.989, ""rms_ratio"": 1.244, ""diff_ratio"": 3.18}, {""time"": 3.105, ""score"": 1.945, ""rms_ratio"": 1.813, ""diff_ratio"": 2.086}, {""time"": 4.055, ""score"": 1.92, ""rms_ratio"": 1.656, ""diff_ratio"": 2.226}, {""time"": 3.475, ""score"": 1.873, ""rms_ratio"": 1.566, ""diff_ratio"": 2.24}, {""time"": 6.985, ""score"": 1.801, ""rms_ratio"": 2.077, ""diff_ratio"": 1.562}, {""time"": 6.305, ""score"": 1.716, ""rms_ratio"": 1.396, ""diff_ratio"": 2.109}, {""time"": 1.815, ""score"": 1.687, ""rms_ratio"": 0.836, ""diff_ratio"": 2.846}, {""time"": 2.265, ""score"": 1.651, ""rms_ratio"": 1.511, ""diff_ratio"": 1.804}]",7.084,ffprobe,7.057,0.915,6.169,fly,9,high,,,,Condensed Game: LAD@CWS - 6/13/26,https://www.mlb.com/video/condensed-game-lad-cws-6-13-26?q=ContentTags%20=%20[%22condensed-game%22]%20Order%20By%20Timestamp%20DESC&pt=Condensed%20Games&p=2,,,,,,no,audit_checkpoint_001,1
1206,Zhengxuan_Liu,F_033,dataset/fly_ball/Zhengxuan_Liu/F_033,3,needs_edit,clip_too_short,insufficient_post_contact_context;source_not_explicit_fly,recover_source_and_recut_longer;qwen_confirm_flyball_semantics,annotated_contact_audio_confirmed,1.138,1.15,1.145,1.145,3.769,2.787,5.097,1.145,0.001,1.145,3.769,"[{""time"": 1.145, ""score"": 3.769, ""rms_ratio"": 2.787, ""diff_ratio"": 5.097}, {""time"": 3.845, ""score"": 2.48, ""rms_ratio"": 1.152, ""diff_ratio"": 5.34}, {""time"": 6.905, ""score"": 2.219, ""rms_ratio"": 1.392, ""diff_ratio"": 3.538}, {""time"": 6.595, ""score"": 2.205, ""rms_ratio"": 2.053, ""diff_ratio"": 2.368}, {""time"": 5.375, ""score"": 2.147, ""rms_ratio"": 1.719, ""diff_ratio"": 2.681}, {""time"": 6.785, ""score"": 1.906, ""rms_ratio"": 1.849, ""diff_ratio"": 1.964}, {""time"": 7.025, ""score"": 1.846, ""rms_ratio"": 1.711, ""diff_ratio"": 1.991}, {""time"": 1.605, ""score"": 1.813, ""rms_ratio"": 0.834, ""diff_ratio"": 3.287}, {""time"": 6.005, ""score"": 1.785, ""rms_ratio"": 1.938, ""diff_ratio"": 1.643}, {""time"": 3.995, ""score"": 1.676, ""rms_ratio"": 1.522, ""diff_ratio"": 1.846}]",7.184,ffprobe,7.150,1.145,6.039,fly,9,high,,,,Condensed Game: LAD@CWS - 6/13/26,https://www.mlb.com/video/condensed-game-lad-cws-6-13-26?q=ContentTags%20=%20[%22condensed-game%22]%20Order%20By%20Timestamp%20DESC&pt=Condensed%20Games&p=2,,,,,,no,audit_checkpoint_001,2
1205,Zhengxuan_Liu,F_032,dataset/fly_ball/Zhengxuan_Liu/F_032,3,needs_edit,contact_timestamp_wrong,contact_timestamp_wrong;insufficient_pre_contact_context;insufficient_post_contact_context;source_not_explicit_fly,retime_from_local_audio_candidate;qwen_confirm_visual_contact_near_candidate;recover_source_and_recut_longer;qwen_confirm_flyball_semantics,likely_contact_timestamp_wrong,0.809,0.815,0.525,0.815,1.936,1.437,2.610,0.815,0.003,4.275,3.532,"[{""time"": 4.275, ""score"": 3.532, ""rms_ratio"": 1.661, ""diff_ratio"": 7.512}, {""time"": 5.315, ""score"": 2.904, ""rms_ratio"": 1.381, ""diff_ratio"": 6.105}, {""time"": 0.525, ""score"": 2.713, ""rms_ratio"": 1.391, ""diff_ratio"": 5.29}, {""time"": 5.135, ""score"": 2.442, ""rms_ratio"": 2.456, ""diff_ratio"": 2.428}, {""time"": 4.115, ""score"": 2.347, ""rms_ratio"": 2.431, ""diff_ratio"": 2.266}, {""time"": 3.795, ""score"": 2.256, ""rms_ratio"": 2.727, ""diff_ratio"": 1.866}, {""time"": 6.475, ""score"": 2.195, ""rms_ratio"": 1.912, ""diff_ratio"": 2.52}, {""time"": 1.645, ""score"": 2.194, ""rms_ratio"": 1.274, ""diff_ratio"": 3.78}, {""time"": 4.495, ""score"": 2.095, ""rms_ratio"": 2.148, ""diff_ratio"": 2.043}, {""time"": 4.385, ""score"": 2.043, ""rms_ratio"": 2.765, ""diff_ratio"": 1.51}, {""time"": 2.925, ""score"": 2.008, ""rms_ratio"": 1.998, ""diff_ratio"": 2.018}, {""time"": 0.815, ""score"": 1.936, ""rms_ratio"": 1.437, ""diff_ratio"": 2.61}, {""time"": 4.615, ""score"": 1.926, ""rms_ratio"": 1.902, ""diff_ratio"": 1.95}, {""time"": 3.055, ""score"": 1.902, ""rms_ratio"": 2.103, ""diff_ratio"": 1.72}, {""time"": 0.055, ""score"": 1.824, ""rms_ratio"": 0.743, ""diff_ratio"": 3.326}, {""time"": 0.935, ""score"": 1.819, ""rms_ratio"": 1.812, ""diff_ratio"": 1.825}]",6.534,ffprobe,6.500,0.525,6.009,fly,5,high,,,,Condensed Game: LAD@CWS - 6/13/26,https://www.mlb.com/video/condensed-game-lad-cws-6-13-26?q=ContentTags%20=%20[%22condensed-game%22]%20Order%20By%20Timestamp%20DESC&pt=Condensed%20Games&p=2,,,,,,no,audit_checkpoint_001,3
1204,Zhengxuan_Liu,F_031,dataset/fly_ball/Zhengxuan_Liu/F_031,3,needs_edit,clip_too_short,insufficient_post_contact_context;source_not_explicit_fly,recover_source_and_recut_longer;qwen_confirm_flyball_semantics,annotated_contact_audio_confirmed,2.171,2.179,2.175,2.175,5.049,2.982,8.547,2.175,0.000,2.175,5.049,"[{""time"": 2.175, ""score"": 5.049, ""rms_ratio"": 2.982, ""diff_ratio"": 8.547}, {""time"": 6.715, ""score"": 3.641, ""rms_ratio"": 1.563, ""diff_ratio"": 8.481}, {""time"": 7.015, ""score"": 3.283, ""rms_ratio"": 1.789, ""diff_ratio"": 6.023}, {""time"": 5.825, ""score"": 3.204, ""rms_ratio"": 1.521, ""diff_ratio"": 6.749}, {""time"": 7.335, ""score"": 3.137, ""rms_ratio"": 1.556, ""diff_ratio"": 6.323}, {""time"": 6.545, ""score"": 2.755, ""rms_ratio"": 2.167, ""diff_ratio"": 3.501}, {""time"": 3.825, ""score"": 2.531, ""rms_ratio"": 1.176, ""diff_ratio"": 5.449}, {""time"": 5.675, ""score"": 2.352, ""rms_ratio"": 1.191, ""diff_ratio"": 4.646}, {""time"": 6.875, ""score"": 2.224, ""rms_ratio"": 1.998, ""diff_ratio"": 2.475}, {""time"": 7.125, ""score"": 2.162, ""rms_ratio"": 2.123, ""diff_ratio"": 2.202}, {""time"": 7.475, ""score"": 1.989, ""rms_ratio"": 1.064, ""diff_ratio"": 3.72}, {""time"": 7.665, ""score"": 1.938, ""rms_ratio"": 1.335, ""diff_ratio"": 2.812}, {""time"": 2.895, ""score"": 1.872, ""rms_ratio"": 1.183, ""diff_ratio"": 2.964}, {""time"": 6.005, ""score"": 1.861, ""rms_ratio"": 1.804, ""diff_ratio"": 1.92}, {""time"": 7.785, ""score"": 1.779, ""rms_ratio"": 1.598, ""diff_ratio"": 1.98}, {""time"": 0.085, ""score"": 1.76, ""rms_ratio"": 0.8, ""diff_ratio"": 3.097}]",7.846,ffprobe,7.847,2.175,5.671,fly,7,high,,,,Condensed Game: LAD@CWS - 6/13/26,https://www.mlb.com/video/condensed-game-lad-cws-6-13-26?q=ContentTags%20=%20[%22condensed-game%22]%20Order%20By%20Timestamp%20DESC&pt=Condensed%20Games&p=2,,,,,,no,audit_checkpoint_001,4
1203,Zhengxuan_Liu,F_030,dataset/fly_ball/Zhengxuan_Liu/F_030,3,needs_edit,clip_too_short,insufficient_post_contact_context;source_not_explicit_fly,recover_source_and_recut_longer;qwen_confirm_flyball_semantics,annotated_contact_audio_confirmed,1.115,1.122,1.115,1.115,4.654,2.626,8.248,1.115,0.003,1.115,4.654,"[{""time"": 1.115, ""score"": 4.654, ""rms_ratio"": 2.626, ""diff_ratio"": 8.248}, {""time"": 0.235, ""score"": 2.63, ""rms_ratio"": 1.058, ""diff_ratio"": 6.542}, {""time"": 0.575, ""score"": 2.298, ""rms_ratio"": 0.955, ""diff_ratio"": 5.281}, {""time"": 3.265, ""score"": 2.26, ""rms_ratio"": 1.04, ""diff_ratio"": 4.911}, {""time"": 5.405, ""score"": 2.063, ""rms_ratio"": 1.729, ""diff_ratio"": 2.461}, {""time"": 0.685, ""score"": 1.899, ""rms_ratio"": 2.331, ""diff_ratio"": 1.546}, {""time"": 3.385, ""score"": 1.84, ""rms_ratio"": 1.838, ""diff_ratio"": 1.843}, {""time"": 1.945, ""score"": 1.72, ""rms_ratio"": 1.43, ""diff_ratio"": 2.069}, {""time"": 2.215, ""score"": 1.718, ""rms_ratio"": 1.296, ""diff_ratio"": 2.278}, {""time"": 4.505, ""score"": 1.699, ""rms_ratio"": 1.66, ""diff_ratio"": 1.74}, {""time"": 2.085, ""score"": 1.689, ""rms_ratio"": 1.252, ""diff_ratio"": 2.28}, {""time"": 3.875, ""score"": 1.683, ""rms_ratio"": 1.481, ""diff_ratio"": 1.914}, {""time"": 3.995, ""score"": 1.659, ""rms_ratio"": 0.7, ""diff_ratio"": 2.752}]",5.432,ffprobe,5.432,1.115,4.317,fly,8,high,,,,Condensed Game: LAD@CWS - 6/13/26,https://www.mlb.com/video/condensed-game-lad-cws-6-13-26?q=ContentTags%20=%20[%22condensed-game%22]%20Order%20By%20Timestamp%20DESC&pt=Condensed%20Games&p=2,,,,,,no,audit_checkpoint_001,5
1202,Zhengxuan_Liu,F_029,dataset/fly_ball/Zhengxuan_Liu/F_029,3,needs_edit,clip_too_short,insufficient_post_contact_context;source_not_explicit_fly,recover_source_and_recut_longer;qwen_confirm_flyball_semantics,annotated_contact_audio_confirmed,1.204,1.211,1.205,1.205,5.641,3.446,9.236,1.205,0.002,1.205,5.641,"[{""time"": 1.205, ""score"": 5.641, ""rms_ratio"": 3.446, ""diff_ratio"": 9.236}, {""time"": 8.115, ""score"": 3.717, ""rms_ratio"": 2.39, ""diff_ratio"": 5.778}, {""time"": 0.175, ""score"": 3.714, ""rms_ratio"": 1.781, ""diff_ratio"": 7.745}, {""time"": 7.065, ""score"": 2.902, ""rms_ratio"": 1.452, ""diff_ratio"": 5.8}, {""time"": 0.895, ""score"": 2.836, ""rms_ratio"": 1.511, ""diff_ratio"": 5.325}, {""time"": 5.895, ""score"": 2.815, ""rms_ratio"": 2.127, ""diff_ratio"": 3.726}, {""time"": 5.185, ""score"": 2.699, ""rms_ratio"": 2.31, ""diff_ratio"": 3.153}, {""time"": 7.385, ""score"": 2.634, ""rms_ratio"": 1.297, ""diff_ratio"": 5.349}, {""time"": 0.275, ""score"": 2.628, ""rms_ratio"": 1.243, ""diff_ratio"": 5.555}, {""time"": 3.465, ""score"": 2.586, ""rms_ratio"": 2.753, ""diff_ratio"": 2.428}, {""time"": 4.855, ""score"": 2.534, ""rms_ratio"": 2.534, ""diff_ratio"": 2.534}, {""time"": 1.665, ""score"": 2.504, ""rms_ratio"": 2.741, ""diff_ratio"": 2.288}, {""time"": 5.345, ""score"": 2.466, ""rms_ratio"": 2.473, ""diff_ratio"": 2.46}, {""time"": 6.505, ""score"": 2.452, ""rms_ratio"": 2.217, ""diff_ratio"": 2.711}, {""time"": 7.215, ""score"": 2.298, ""rms_ratio"": 1.982, ""diff_ratio"": 2.666}, {""time"": 1.935, ""score"": 2.275, ""rms_ratio"": 3.117, ""diff_ratio"": 1.661}]",8.450,ffprobe,8.451,1.205,7.245,fly,3,high,,,,Condensed Game: LAD@CWS - 6/13/26,https://www.mlb.com/video/condensed-game-lad-cws-6-13-26?q=ContentTags%20=%20[%22condensed-game%22]%20Order%20By%20Timestamp%20DESC&pt=Condensed%20Games&p=2,,,,,,no,audit_checkpoint_001,6
1201,Zhengxuan_Liu,F_028,dataset/fly_ball/Zhengxuan_Liu/F_028,3,needs_edit,clip_too_short,insufficient_pre_contact_context;insufficient_post_contact_context;source_not_explicit_fly,recover_source_and_recut_longer;qwen_confirm_flyball_semantics,annotated_contact_audio_confirmed,0.852,0.859,0.855,0.855,4.778,2.652,8.608,0.855,0.000,0.855,4.778,"[{""time"": 0.855, ""score"": 4.778, ""rms_ratio"": 2.652, ""diff_ratio"": 8.608}, {""time"": 3.895, ""score"": 4.44, ""rms_ratio"": 1.645, ""diff_ratio"": 11.98}, {""time"": 2.065, ""score"": 4.157, ""rms_ratio"": 1.712, ""diff_ratio"": 10.093}, {""time"": 2.485, ""score"": 2.693, ""rms_ratio"": 1.016, ""diff_ratio"": 7.14}, {""time"": 3.415, ""score"": 2.633, ""rms_ratio"": 1.121, ""diff_ratio"": 6.184}, {""time"": 6.015, ""score"": 2.482, ""rms_ratio"": 1.697, ""diff_ratio"": 3.63}, {""time"": 6.175, ""score"": 2.465, ""rms_ratio"": 1.941, ""diff_ratio"": 3.129}, {""time"": 3.675, ""score"": 2.423, ""rms_ratio"": 1.998, ""diff_ratio"": 2.94}, {""time"": 2.805, ""score"": 2.326, ""rms_ratio"": 1.259, ""diff_ratio"": 4.296}, {""time"": 1.425, ""score"": 2.309, ""rms_ratio"": 1.622, ""diff_ratio"": 3.289}, {""time"": 6.855, ""score"": 2.142, ""rms_ratio"": 0.898, ""diff_ratio"": 4.588}, {""time"": 6.375, ""score"": 2.017, ""rms_ratio"": 1.881, ""diff_ratio"": 2.163}, {""time"": 6.745, ""score"": 1.966, ""rms_ratio"": 1.599, ""diff_ratio"": 2.417}, {""time"": 6.525, ""score"": 1.916, ""rms_ratio"": 1.752, ""diff_ratio"": 2.095}, {""time"": 1.285, ""score"": 1.91, ""rms_ratio"": 1.747, ""diff_ratio"": 2.088}, {""time"": 3.065, ""score"": 1.896, ""rms_ratio"": 2.129, ""diff_ratio"": 1.688}]",7.336,ffprobe,7.336,0.855,6.481,fly,9,high,,,,Condensed Game: LAD@CWS - 6/13/26,https://www.mlb.com/video/condensed-game-lad-cws-6-13-26?q=ContentTags%20=%20[%22condensed-game%22]%20Order%20By%20Timestamp%20DESC&pt=Condensed%20Games&p=2,,,,,,no,audit_checkpoint_001,7
1200,Zhengxuan_Liu,F_027,dataset/fly_ball/Zhengxuan_Liu/F_027,3,needs_edit,clip_too_short,insufficient_post_contact_context;source_not_explicit_fly,recover_source_and_recut_longer;qwen_confirm_flyball_semantics,annotated_contact_audio_confirmed,1.148,1.156,1.155,1.155,4.992,3.633,6.859,1.155,0.003,1.155,4.992,"[{""time"": 1.155, ""score"": 4.992, ""rms_ratio"": 3.633, ""diff_ratio"": 6.859}, {""time"": 4.745, ""score"": 2.753, ""rms_ratio"": 2.316, ""diff_ratio"": 3.272}, {""time"": 4.575, ""score"": 2.656, ""rms_ratio"": 1.978, ""diff_ratio"": 3.565}, {""time"": 4.955, ""score"": 2.616, ""rms_ratio"": 1.225, ""diff_ratio"": 5.587}, {""time"": 5.285, ""score"": 2.354, ""rms_ratio"": 2.283, ""diff_ratio"": 2.428}, {""time"": 3.805, ""score"": 2.32, ""rms_ratio"": 1.144, ""diff_ratio"": 4.705}, {""time"": 3.925, ""score"": 2.283, ""rms_ratio"": 2.238, ""diff_ratio"": 2.329}, {""time"": 5.935, ""score"": 2.267, ""rms_ratio"": 2.702, ""diff_ratio"": 1.901}, {""time"": 5.075, ""score"": 2.216, ""rms_ratio"": 2.329, ""diff_ratio"": 2.108}, {""time"": 5.385, ""score"": 1.999, ""rms_ratio"": 1.823, ""diff_ratio"": 2.193}, {""time"": 4.035, ""score"": 1.937, ""rms_ratio"": 1.749, ""diff_ratio"": 2.146}, {""time"": 1.445, ""score"": 1.926, ""rms_ratio"": 0.976, ""diff_ratio"": 3.71}, {""time"": 3.705, ""score"": 1.893, ""rms_ratio"": 1.554, ""diff_ratio"": 2.307}, {""time"": 2.435, ""score"": 1.889, ""rms_ratio"": 2.173, ""diff_ratio"": 1.642}, {""time"": 3.455, ""score"": 1.865, ""rms_ratio"": 2.311, ""diff_ratio"": 1.506}, {""time"": 3.315, ""score"": 1.837, ""rms_ratio"": 1.029, ""diff_ratio"": 3.278}]",6.012,ffprobe,6.013,1.155,4.857,fly,9,high,,,,Condensed Game: LAD@CWS - 6/13/26,https://www.mlb.com/video/condensed-game-lad-cws-6-13-26?q=ContentTags%20=%20[%22condensed-game%22]%20Order%20By%20Timestamp%20DESC&pt=Condensed%20Games&p=2,,,,,,no,audit_checkpoint_001,8
1199,Zhengxuan_Liu,F_026,dataset/fly_ball/Zhengxuan_Liu/F_026,3,needs_edit,clip_too_short,insufficient_post_contact_context;source_not_explicit_fly,recover_source_and_recut_longer;qwen_confirm_flyball_semantics,annotated_contact_audio_confirmed,1.297,1.307,1.295,1.295,4.068,2.582,6.410,1.295,0.007,1.295,4.068,"[{""time"": 1.295, ""score"": 4.068, ""rms_ratio"": 2.582, ""diff_ratio"": 6.41}, {""time"": 5.245, ""score"": 2.913, ""rms_ratio"": 1.556, ""diff_ratio"": 5.455}, {""time"": 0.675, ""score"": 2.357, ""rms_ratio"": 1.181, ""diff_ratio"": 4.704}, {""time"": 4.105, ""score"": 2.268, ""rms_ratio"": 1.232, ""diff_ratio"": 4.176}, {""time"": 4.865, ""score"": 2.068, ""rms_ratio"": 2.584, ""diff_ratio"": 1.654}, {""time"": 2.385, ""score"": 2.067, ""rms_ratio"": 2.185, ""diff_ratio"": 1.956}, {""time"": 1.745, ""score"": 1.899, ""rms_ratio"": 2.48, ""diff_ratio"": 1.454}, {""time"": 5.405, ""score"": 1.883, ""rms_ratio"": 2.111, ""diff_ratio"": 1.68}, {""time"": 0.575, ""score"": 1.815, ""rms_ratio"": 1.752, ""diff_ratio"": 1.881}, {""time"": 0.135, ""score"": 1.795, ""rms_ratio"": 2.074, ""diff_ratio"": 1.553}, {""time"": 2.955, ""score"": 1.792, ""rms_ratio"": 1.804, ""diff_ratio"": 1.781}, {""time"": 3.885, ""score"": 1.777, ""rms_ratio"": 1.593, ""diff_ratio"": 1.982}, {""time"": 0.785, ""score"": 1.694, ""rms_ratio"": 1.47, ""diff_ratio"": 1.953}, {""time"": 5.585, ""score"": 1.69, ""rms_ratio"": 1.694, ""diff_ratio"": 1.685}, {""time"": 3.415, ""score"": 1.682, ""rms_ratio"": 1.409, ""diff_ratio"": 2.006}, {""time"": 3.675, ""score"": 1.68, ""rms_ratio"": 2.162, ""diff_ratio"": 1.305}]",5.687,ffprobe,5.687,1.295,4.392,fly,8,high,,,,Condensed Game: LAD@CWS - 6/13/26,https://www.mlb.com/video/condensed-game-lad-cws-6-13-26?q=ContentTags%20=%20[%22condensed-game%22]%20Order%20By%20Timestamp%20DESC&pt=Condensed%20Games&p=2,,,,,,no,audit_checkpoint_001,9
1198,Zhengxuan_Liu,F_025,dataset/fly_ball/Zhengxuan_Liu/F_025,3,needs_edit,clip_too_short,insufficient_pre_contact_context;insufficient_post_contact_context;source_not_explicit_fly,recover_source_and_recut_longer;qwen_confirm_flyball_semantics,annotated_contact_audio_confirmed,0.441,0.449,0.445,0.445,2.519,1.849,3.434,0.445,0.000,0.445,2.519,"[{""time"": 0.445, ""score"": 2.519, ""rms_ratio"": 1.849, ""diff_ratio"": 3.434}, {""time"": 6.285, ""score"": 2.305, ""rms_ratio"": 1.454, ""diff_ratio"": 3.653}, {""time"": 6.005, ""score"": 2.008, ""rms_ratio"": 1.836, ""diff_ratio"": 2.196}, {""time"": 1.055, ""score"": 1.925, ""rms_ratio"": 0.906, ""diff_ratio"": 3.706}, {""time"": 3.945, ""score"": 1.836, ""rms_ratio"": 1.272, ""diff_ratio"": 2.65}, {""time"": 4.635, ""score"": 1.771, ""rms_ratio"": 0.958, ""diff_ratio"": 3.138}, {""time"": 4.075, ""score"": 1.696, ""rms_ratio"": 1.447, ""diff_ratio"": 1.988}, {""time"": 6.425, ""score"": 1.685, ""rms_ratio"": 1.51, ""diff_ratio"": 1.88}]",6.732,ffprobe,6.732,0.445,6.287,fly,9,high,,,,Condensed Game: LAD@CWS - 6/13/26,https://www.mlb.com/video/condensed-game-lad-cws-6-13-26?q=ContentTags%20=%20[%22condensed-game%22]%20Order%20By%20Timestamp%20DESC&pt=Condensed%20Games&p=2,,,,,,no,audit_checkpoint_001,10
